"Dispatch_id","Ticket_type","Order_type","Priority","Required_skill","Status","City","County","State","Customer_latitude","Customer_longitude","Appointment_start_time","Appointment_end_time","Duration_min","Assigned_technician_id","Distance_km","Actual_duration_min","Productive_dispatch","First_time_fix","Fault_code","Remedy_code","Cause_code","Service_tier","Equipment_installed","Technician_notes"
199990237,Trouble,"",High,Service restoration,Completed,Los Angeles,LOS ANGELES,CA,34.384346,-118.052704,"2024-10-05 10:00:00","2024-10-05 11:00:00",60,T900024,38.38,48,1,1,5,11,13,Business,"",Issue resolved
199990238,Order,install,Normal,GPON equipment setup,Completed,Dallas,DALLAS,TX,32.908424,-96.52049,"2024-09-14 15:45:00","2024-09-14 17:15:00",90,T900077,3157.49,92,1,1,,,,Premium,Router_Model_8,Completed successfully
199990239,Order,install,Low,GPON equipment setup,Cancelled,Houston,HOUSTON,TX,30.103325,-95.664055,"2024-08-06 16:00:00","2024-08-06 18:00:00",120,T900074,2155.09,123,1,1,,,,Premium,Router_Model_5,Customer satisfied
199990240,Order,install,Normal,Fiber ONT installation,Completed,San Diego,SAN DIEGO,CA,32.50567,-116.80387,"2024-09-27 13:30:00","2024-09-27 14:30:00",60,T900107,105.35,68,0,0,,,,Standard,Router_Model_7,Customer satisfied
199990241,Trouble,"",High,Bandwidth upgrade,Completed,Los Angeles,LOS ANGELES,CA,34.04072,-118.348976,"2024-09-12 15:00:00","2024-09-12 17:00:00",120,T900129,2559.97,133,1,1,1,10,1,Business,"",Completed successfully
199990242,Order,install,High,Router installation,Cancelled,New York,NEW YORK,NY,40.54091,-74.16535,"2024-08-18 15:00:00","2024-08-18 15:30:00",30,T900127,3405.69,26,1,1,,,,Premium,Router_Model_2,Issue resolved
199990243,Trouble,"",Normal,Line repair,Completed,San Diego,SAN DIEGO,CA,32.48721,-116.869934,"2024-08-28 13:45:00","2024-08-28 14:45:00",60,T900033,4274.75,52,1,1,1,3,4,Business,"",Equipment replaced
199990244,Trouble,"",High,Service restoration,Cancelled,San Antonio,SAN ANTONIO,TX,29.322174,-98.40205,"2024-10-10 11:30:00","2024-10-10 13:00:00",90,T900025,2691.12,111,1,1,2,9,10,Business,"",Completed successfully
199990245,Trouble,"",Low,Cable maintenance,Cancelled,San Antonio,SAN ANTONIO,TX,29.309263,-98.64107,"2024-08-05 09:45:00","2024-08-05 11:45:00",120,T900017,2738.04,99,0,0,7,15,14,Premium,"",Completed successfully
199990246,Order,upgrade,Normal,Bandwidth upgrade,Cancelled,Austin,AUSTIN,TX,29.998793,-97.83794,"2024-10-24 11:15:00","2024-10-24 11:45:00",30,T900128,459.66,33,1,1,,,,Business,Router_Model_9,Issue resolved
199990247,Order,upgrade,Normal,Bandwidth upgrade,Completed,Chicago,CHICAGO,IL,42.002846,-87.45616,"2024-10-08 13:15:00","2024-10-08 14:45:00",90,T900074,3666.51,106,1,0,,,,Business,Router_Model_3,Completed successfully
199990248,Trouble,"",Critical,Line repair,Completed,Philadelphia,PHILADELPHIA,PA,39.621124,-75.39632,"2024-08-20 15:30:00","2024-08-20 16:00:00",30,T900044,1569.28,36,1,1,3,12,8,Premium,"",Customer satisfied
199990249,Trouble,"",High,Connectivity diagnosis,Cancelled,New York,NEW YORK,NY,41.05233,-73.947716,"2024-08-06 16:00:00","2024-08-06 16:30:00",30,T900057,3594.92,24,1,1,1,4,2,Premium,"",Issue resolved
199990250,Order,upgrade,Critical,Equipment upgrade,Cancelled,Philadelphia,PHILADELPHIA,PA,39.77619,-75.05493,"2024-09-20 13:00:00","2024-09-20 14:00:00",60,T900035,1623.96,63,1,1,,,,Standard,Router_Model_7,Equipment replaced
199990251,Order,upgrade,Critical,Service migration,Cancelled,Austin,AUSTIN,TX,30.04554,-98.07929,"2024-09-18 13:15:00","2024-09-18 15:15:00",120,T900142,102.45,146,0,0,,,,Business,Router_Model_5,Customer satisfied
199990252,Order,install,High,Fiber ONT installation,Completed,New York,NEW YORK,NY,40.96154,-74.13836,"2024-09-07 10:30:00","2024-09-07 11:30:00",60,T900085,234.55,77,1,0,,,,Premium,Router_Model_6,Completed successfully
199990253,Trouble,"",Critical,Connectivity diagnosis,Completed,Phoenix,PHOENIX,AZ,33.564034,-111.72171,"2024-08-18 16:15:00","2024-08-18 18:15:00",120,T900049,2272.44,113,1,1,5,4,2,Business,"",Issue resolved
199990254,Trouble,"",Critical,Line repair,Cancelled,San Diego,SAN DIEGO,CA,32.895123,-117.302345,"2024-09-17 13:15:00","2024-09-17 13:45:00",30,T900124,2279.55,38,1,1,3,5,11,Business,"",Customer satisfied
199990255,Order,install,Low,Router installation,Completed,Austin,AUSTIN,TX,30.172848,-97.82462,"2024-08-08 09:15:00","2024-08-08 11:15:00",120,T900062,1934.87,99,1,1,,,,Business,Router_Model_2,Completed successfully
199990256,Order,install,High,Copper ONT installation,Completed,San Antonio,SAN ANTONIO,TX,29.577572,-98.14413,"2024-08-03 11:00:00","2024-08-03 11:30:00",30,T900034,2519.47,24,0,0,,,,Premium,Router_Model_10,Issue resolved
199990257,Trouble,"",Normal,Equipment check,Cancelled,Dallas,DALLAS,TX,32.470814,-96.717964,"2024-09-13 09:15:00","2024-09-13 11:15:00",120,T900035,2089.12,132,0,0,7,18,8,Premium,"",Completed successfully
199990258,Order,install,Normal,Fiber ONT installation,Cancelled,Houston,HOUSTON,TX,29.921913,-95.70129,"2024-08-17 14:45:00","2024-08-17 15:15:00",30,T900017,2996.35,36,1,1,,,,Standard,Router_Model_7,Customer satisfied
199990259,Order,upgrade,Low,Equipment upgrade,Cancelled,Los Angeles,LOS ANGELES,CA,33.821415,-118.52917,"2024-08-14 13:00:00","2024-08-14 14:30:00",90,T900034,4311.15,84,1,1,,,,Business,Router_Model_3,Issue resolved
199990260,Order,upgrade,Critical,Service migration,Cancelled,Phoenix,PHOENIX,AZ,33.416653,-112.00019,"2024-08-10 16:45:00","2024-08-10 18:15:00",90,T900028,781.87,74,0,0,,,,Standard,Router_Model_5,Customer satisfied
199990261,Order,install,Critical,Fiber ONT installation,Cancelled,New York,NEW YORK,NY,40.701443,-73.66119,"2024-09-20 16:30:00","2024-09-20 18:00:00",90,T900069,5047.2,95,0,0,,,,Business,Router_Model_10,Completed successfully
199990262,Trouble,"",Critical,Line repair,Completed,Phoenix,PHOENIX,AZ,33.505356,-111.77613,"2024-10-07 08:15:00","2024-10-07 09:45:00",90,T900077,4784.61,104,0,0,4,20,15,Standard,"",Customer satisfied
199990263,Order,install,Low,Fiber ONT installation,Completed,New York,NEW YORK,NY,40.68535,-74.025894,"2024-10-08 12:30:00","2024-10-08 14:00:00",90,T900041,1643.82,104,1,1,,,,Premium,Router_Model_4,Equipment replaced
199990264,Trouble,"",Critical,Service restoration,Completed,Dallas,DALLAS,TX,32.87809,-96.63927,"2024-09-13 14:00:00","2024-09-13 14:30:00",30,T900135,457.64,24,1,1,10,6,15,Standard,"",Customer satisfied
199990265,Trouble,"",High,Network troubleshooting,Completed,Austin,AUSTIN,TX,30.291962,-98.06531,"2024-08-23 14:15:00","2024-08-23 15:45:00",90,T900023,2683.22,102,0,0,5,1,11,Business,"",Customer satisfied
199990266,Trouble,"",Normal,Connectivity diagnosis,Cancelled,Phoenix,PHOENIX,AZ,33.22397,-112.317955,"2024-09-15 10:30:00","2024-09-15 11:00:00",30,T900073,86.05,38,0,0,5,8,3,Standard,"",Issue resolved
199990267,Order,upgrade,Low,Bandwidth upgrade,Cancelled,Austin,AUSTIN,TX,29.975624,-97.51613,"2024-08-24 14:15:00","2024-08-24 14:45:00",30,T900054,230.69,25,1,1,,,,Premium,Router_Model_9,Completed successfully
199990268,Order,install,High,Copper ONT installation,Completed,Phoenix,PHOENIX,AZ,33.18297,-111.898476,"2024-09-11 14:00:00","2024-09-11 16:00:00",120,T900030,3632.54,143,1,1,,,,Premium,Router_Model_7,Issue resolved
199990269,Trouble,"",Normal,Bandwidth upgrade,Completed,San Diego,SAN DIEGO,CA,32.670345,-116.99899,"2024-08-15 14:45:00","2024-08-15 15:15:00",30,T900007,5649.83,34,0,0,2,19,8,Business,"",Customer satisfied
199990270,Order,upgrade,High,Equipment upgrade,Completed,Los Angeles,LOS ANGELES,CA,34.40981,-118.35072,"2024-08-14 09:30:00","2024-08-14 10:00:00",30,T900127,2557.91,24,1,1,,,,Business,Router_Model_5,Issue resolved
199990271,Trouble,"",Critical,Service restoration,Completed,San Diego,SAN DIEGO,CA,32.490837,-117.10787,"2024-08-26 10:15:00","2024-08-26 11:45:00",90,T900112,20.51,79,0,0,4,16,14,Standard,"",Equipment replaced
199990272,Order,upgrade,Critical,Bandwidth upgrade,Cancelled,San Antonio,SAN ANTONIO,TX,29.561415,-98.748146,"2024-10-07 11:30:00","2024-10-07 13:30:00",120,T900058,403.11,134,0,0,,,,Premium,Router_Model_3,Issue resolved
199990273,Order,install,Critical,Fiber ONT installation,Completed,Dallas,DALLAS,TX,32.658836,-96.62006,"2024-09-13 15:00:00","2024-09-13 17:00:00",120,T900129,22.17,135,1,0,,,,Premium,Router_Model_8,Issue resolved
199990274,Trouble,"",High,Network support,Completed,San Antonio,SAN ANTONIO,TX,29.72448,-98.724945,"2024-09-07 08:45:00","2024-09-07 09:15:00",30,T900092,43.09,27,1,1,4,12,3,Standard,"",Completed successfully
199990275,Order,install,Low,Fiber ONT installation,Cancelled,Austin,AUSTIN,TX,30.450089,-97.5799,"2024-10-11 13:30:00","2024-10-11 14:30:00",60,T900070,1949.85,72,0,0,,,,Standard,Router_Model_6,Customer satisfied
199990276,Trouble,"",Critical,Line repair,Completed,Philadelphia,PHILADELPHIA,PA,39.698704,-75.280945,"2024-10-01 13:15:00","2024-10-01 13:45:00",30,T900149,3545.81,28,1,1,6,1,12,Premium,"",Issue resolved
199990277,Trouble,"",High,Service restoration,Cancelled,Los Angeles,LOS ANGELES,CA,33.693157,-118.20351,"2024-08-03 12:45:00","2024-08-03 14:15:00",90,T900026,28.98,94,1,1,7,8,9,Premium,"",Customer satisfied
199990278,Trouble,"",Critical,Network troubleshooting,Cancelled,San Diego,SAN DIEGO,CA,32.398315,-117.45612,"2024-09-09 12:15:00","2024-09-09 12:45:00",30,T900074,729.59,29,1,1,7,8,2,Standard,"",Customer satisfied
199990279,Trouble,"",Normal,Bandwidth upgrade,Cancelled,Houston,HOUSTON,TX,29.582113,-95.522736,"2024-08-12 12:15:00","2024-08-12 13:45:00",90,T900091,338.67,97,0,0,9,12,14,Business,"",Completed successfully
199990280,Order,install,High,Copper ONT installation,Cancelled,Phoenix,PHOENIX,AZ,33.10395,-111.72194,"2024-10-07 15:15:00","2024-10-07 16:15:00",60,T900142,1883.41,55,1,1,,,,Standard,Router_Model_9,Completed successfully
199990281,Order,upgrade,Low,Service migration,Completed,Chicago,CHICAGO,IL,41.53546,-87.79764,"2024-08-27 11:30:00","2024-08-27 13:30:00",120,T900116,4278.94,141,1,1,,,,Premium,Router_Model_10,Customer satisfied
199990282,Order,upgrade,Critical,Bandwidth upgrade,Completed,Chicago,CHICAGO,IL,41.94142,-87.48629,"2024-10-16 14:15:00","2024-10-16 15:15:00",60,T900068,3675.05,57,0,0,,,,Premium,Router_Model_8,Issue resolved
199990283,Trouble,"",Normal,Bandwidth upgrade,Cancelled,Austin,AUSTIN,TX,29.950691,-97.443214,"2024-09-10 13:15:00","2024-09-10 15:15:00",120,T900052,216.19,151,0,0,8,1,9,Premium,"",Equipment replaced
199990284,Trouble,"",Low,Bandwidth upgrade,Completed,Philadelphia,PHILADELPHIA,PA,39.6191,-74.81834,"2024-08-13 16:45:00","2024-08-13 18:15:00",90,T900059,3362.48,96,1,1,7,9,2,Business,"",Customer satisfied
199990285,Order,upgrade,Critical,Equipment upgrade,Cancelled,Los Angeles,LOS ANGELES,CA,34.195366,-118.53515,"2024-10-14 12:30:00","2024-10-14 14:00:00",90,T900109,326.33,78,1,1,,,,Premium,Router_Model_5,Completed successfully
199990286,Order,upgrade,Critical,Bandwidth upgrade,Completed,Chicago,CHICAGO,IL,41.800514,-87.829765,"2024-10-16 15:30:00","2024-10-16 16:30:00",60,T900001,1622.11,52,1,1,,,,Business,Router_Model_10,Issue resolved
199990287,Order,upgrade,Critical,Service migration,Cancelled,San Diego,SAN DIEGO,CA,32.65506,-117.46821,"2024-09-23 08:00:00","2024-09-23 09:00:00",60,T900130,2315.04,75,1,1,,,,Business,Router_Model_6,Issue resolved
199990288,Trouble,"",Normal,Line repair,Cancelled,Los Angeles,LOS ANGELES,CA,33.83326,-118.28209,"2024-09-03 14:45:00","2024-09-03 15:45:00",60,T900113,283.44,70,1,1,6,7,1,Standard,"",Completed successfully
199990289,Trouble,"",Normal,Service restoration,Completed,San Antonio,SAN ANTONIO,TX,29.707355,-98.3288,"2024-09-27 10:30:00","2024-09-27 11:30:00",60,T900037,2511.71,52,1,1,1,12,9,Premium,"",Completed successfully
199990290,Order,upgrade,Critical,Equipment upgrade,Cancelled,New York,NEW YORK,NY,40.5931,-74.06832,"2024-09-19 11:00:00","2024-09-19 13:00:00",120,T900001,39.44,136,1,1,,,,Business,Router_Model_4,Completed successfully
199990291,Order,upgrade,Low,Service migration,Completed,Phoenix,PHOENIX,AZ,33.631573,-112.27809,"2024-10-26 12:45:00","2024-10-26 14:45:00",120,T900075,4801.62,110,1,0,,,,Premium,Router_Model_10,Equipment replaced
199990292,Order,upgrade,Critical,Service migration,Completed,Austin,AUSTIN,TX,30.230349,-97.77997,"2024-08-11 10:15:00","2024-08-11 11:15:00",60,T900016,2719.77,60,0,0,,,,Premium,Router_Model_4,Customer satisfied
199990293,Trouble,"",High,Equipment upgrade,Completed,Philadelphia,PHILADELPHIA,PA,39.878513,-75.49648,"2024-08-05 13:30:00","2024-08-05 14:00:00",30,T900136,3560.11,33,1,0,1,15,4,Standard,"",Equipment replaced
199990294,Order,install,Critical,GPON equipment setup,Cancelled,San Diego,SAN DIEGO,CA,32.472,-117.08267,"2024-08-03 09:00:00","2024-08-03 09:30:00",30,T900149,2339.65,34,0,0,,,,Business,Router_Model_5,Customer satisfied
199990295,Order,install,High,Fiber ONT installation,Cancelled,San Diego,SAN DIEGO,CA,32.36296,-117.379364,"2024-10-01 15:45:00","2024-10-01 16:15:00",30,T900106,89.63,24,1,1,,,,Business,Router_Model_9,Completed successfully
199990296,Order,install,Critical,Fiber ONT installation,Completed,Austin,AUSTIN,TX,29.907873,-97.79919,"2024-09-04 15:30:00","2024-09-04 16:00:00",30,T900089,3630.54,33,0,0,,,,Standard,Router_Model_4,Equipment replaced
199990297,Order,install,High,Copper ONT installation,Cancelled,New York,NEW YORK,NY,40.814735,-74.18174,"2024-09-24 14:00:00","2024-09-24 15:30:00",90,T900148,3790.84,85,1,1,,,,Standard,Router_Model_2,Customer satisfied
199990298,Trouble,"",High,Copper ONT installation,Cancelled,San Antonio,SAN ANTONIO,TX,29.393084,-98.67713,"2024-09-14 08:30:00","2024-09-14 09:30:00",60,T900003,3964.25,76,1,1,6,3,5,Business,"",Issue resolved
199990299,Trouble,"",High,Service restoration,Completed,Los Angeles,LOS ANGELES,CA,34.047447,-118.10706,"2024-10-20 10:45:00","2024-10-20 12:45:00",120,T900033,4238.88,101,1,1,2,6,2,Premium,"",Completed successfully
199990300,Trouble,"",Normal,Bandwidth upgrade,Cancelled,Chicago,CHICAGO,IL,41.71716,-87.865524,"2024-09-23 10:00:00","2024-09-23 12:00:00",120,T900084,1626.8,136,0,0,5,2,10,Premium,"",Equipment replaced
199990301,Trouble,"",Normal,Service restoration,Cancelled,New York,NEW YORK,NY,40.36726,-73.95421,"2024-08-12 10:45:00","2024-08-12 11:15:00",30,T900040,1700.57,32,1,1,10,18,2,Premium,"",Completed successfully
199990302,Trouble,"",Critical,Connectivity diagnosis,Completed,Chicago,CHICAGO,IL,42.118057,-87.526955,"2024-10-16 10:15:00","2024-10-16 12:15:00",120,T900122,2028.35,152,1,1,10,15,11,Business,"",Completed successfully
199990303,Order,upgrade,Low,Bandwidth upgrade,Cancelled,New York,NEW YORK,NY,40.73396,-73.95559,"2024-08-01 12:15:00","2024-08-01 12:45:00",30,T900140,3800.24,36,1,1,,,,Premium,Router_Model_3,Issue resolved
199990304,Trouble,"",High,Equipment check,Completed,Phoenix,PHOENIX,AZ,33.124023,-112.19879,"2024-10-08 11:30:00","2024-10-08 12:30:00",60,T900111,602.56,49,0,0,3,11,2,Business,"",Customer satisfied
199990305,Order,upgrade,High,Equipment upgrade,Completed,Dallas,DALLAS,TX,32.6066,-96.79563,"2024-10-08 15:45:00","2024-10-08 17:15:00",90,T900044,2050.51,80,1,1,,,,Standard,Router_Model_8,Issue resolved
199990306,Trouble,"",Critical,Service restoration,Cancelled,San Diego,SAN DIEGO,CA,32.61143,-117.28314,"2024-08-26 10:00:00","2024-08-26 11:30:00",90,T900090,2457.33,94,1,1,5,5,6,Standard,"",Completed successfully
199990307,Order,upgrade,High,Bandwidth upgrade,Completed,Phoenix,PHOENIX,AZ,33.461582,-112.29513,"2024-09-23 14:15:00","2024-09-23 15:45:00",90,T900016,749.92,87,1,1,,,,Premium,Router_Model_4,Customer satisfied
199990308,Order,upgrade,Normal,Service migration,Completed,Phoenix,PHOENIX,AZ,33.252132,-111.99863,"2024-09-16 16:00:00","2024-09-16 18:00:00",120,T900019,780.81,118,1,1,,,,Business,Router_Model_4,Issue resolved
199990309,Trouble,"",Critical,Network troubleshooting,Cancelled,Dallas,DALLAS,TX,32.840385,-96.894035,"2024-10-13 14:00:00","2024-10-13 15:00:00",60,T900007,3399.3,65,0,0,7,5,15,Business,"",Customer satisfied
199990310,Trouble,"",Low,Fiber ONT installation,Completed,Los Angeles,LOS ANGELES,CA,33.696213,-118.459274,"2024-09-26 16:00:00","2024-09-26 17:30:00",90,T900007,5698.05,88,1,1,10,20,2,Premium,"",Issue resolved
199990311,Order,upgrade,Low,Service migration,Completed,Houston,HOUSTON,TX,29.92761,-95.0639,"2024-09-13 16:00:00","2024-09-13 17:30:00",90,T900136,362.09,92,1,1,,,,Business,Router_Model_5,Issue resolved
199990312,Trouble,"",Normal,Network support,Cancelled,Dallas,DALLAS,TX,32.697117,-96.53971,"2024-09-16 12:45:00","2024-09-16 14:45:00",120,T900122,54.26,103,1,1,2,4,11,Premium,"",Completed successfully
199990313,Order,upgrade,High,Bandwidth upgrade,Completed,San Antonio,SAN ANTONIO,TX,29.374605,-98.3216,"2024-10-26 10:15:00","2024-10-26 11:45:00",90,T900088,3721.65,86,0,0,,,,Business,Router_Model_1,Customer satisfied
199990314,Order,install,Low,Router installation,Completed,San Antonio,SAN ANTONIO,TX,29.396439,-98.55697,"2024-09-25 14:30:00","2024-09-25 15:00:00",30,T900102,34.14,32,1,1,,,,Business,Router_Model_5,Completed successfully
199990315,Trouble,"",High,GPON equipment setup,Completed,Austin,AUSTIN,TX,30.063736,-97.52687,"2024-10-11 10:45:00","2024-10-11 12:45:00",120,T900044,2413.94,137,1,0,10,3,1,Business,"",Equipment replaced
199990316,Trouble,"",Critical,Network troubleshooting,Completed,Chicago,CHICAGO,IL,42.023743,-87.73227,"2024-09-09 16:45:00","2024-09-09 18:15:00",90,T900066,3627.58,108,1,1,1,9,7,Business,"",Equipment replaced
199990317,Order,install,Low,Router installation,Cancelled,New York,NEW YORK,NY,40.39886,-74.27456,"2024-08-16 14:45:00","2024-08-16 16:15:00",90,T900011,57.93,103,1,1,,,,Business,Router_Model_1,Completed successfully
199990318,Trouble,"",Normal,Service restoration,Completed,New York,NEW YORK,NY,40.971535,-73.73803,"2024-10-28 10:30:00","2024-10-28 11:00:00",30,T900065,5091.14,24,0,0,10,11,8,Business,"",Customer satisfied
199990319,Order,install,Normal,Fiber ONT installation,Cancelled,Philadelphia,PHILADELPHIA,PA,39.99395,-74.985016,"2024-09-15 10:30:00","2024-09-15 11:30:00",60,T900004,215.51,53,1,1,,,,Standard,Router_Model_4,Completed successfully
199990320,Trouble,"",Low,Router installation,Completed,Phoenix,PHOENIX,AZ,33.398525,-112.376114,"2024-09-06 12:15:00","2024-09-06 14:15:00",120,T900096,2008.7,107,1,1,10,18,7,Business,"",Customer satisfied
199990321,Order,upgrade,Critical,Bandwidth upgrade,Completed,Los Angeles,LOS ANGELES,CA,33.848175,-118.39906,"2024-10-22 09:30:00","2024-10-22 11:00:00",90,T900093,2704.35,115,1,1,,,,Premium,Router_Model_1,Issue resolved
199990322,Order,install,High,GPON equipment setup,Cancelled,San Antonio,SAN ANTONIO,TX,29.417345,-98.80605,"2024-08-22 12:15:00","2024-08-22 12:45:00",30,T900118,2410.4,35,0,0,,,,Business,Router_Model_5,Customer satisfied
199990323,Trouble,"",Critical,Service restoration,Completed,Chicago,CHICAGO,IL,42.195953,-87.63703,"2024-08-26 10:15:00","2024-08-26 10:45:00",30,T900078,1688.17,36,1,1,8,16,5,Business,"",Customer satisfied
199990324,Trouble,"",High,Equipment check,Completed,Dallas,DALLAS,TX,33.042267,-96.86078,"2024-10-16 10:15:00","2024-10-16 10:45:00",30,T900134,56.01,24,1,1,8,19,13,Standard,"",Equipment replaced
199990325,Order,upgrade,High,Service migration,Cancelled,Chicago,CHICAGO,IL,41.82044,-87.30335,"2024-10-17 10:45:00","2024-10-17 11:45:00",60,T900013,1618.18,52,1,1,,,,Business,Router_Model_6,Issue resolved
199990326,Order,install,Low,Fiber ONT installation,Cancelled,Austin,AUSTIN,TX,30.355389,-98.01506,"2024-09-16 09:30:00","2024-09-16 10:00:00",30,T900052,324.59,32,0,0,,,,Business,Router_Model_2,Customer satisfied
199990327,Trouble,"",Low,Service migration,Cancelled,Philadelphia,PHILADELPHIA,PA,40.10767,-74.98759,"2024-08-21 13:45:00","2024-08-21 14:15:00",30,T900023,5482.77,34,0,0,6,17,6,Business,"",Completed successfully
199990328,Order,upgrade,High,Service migration,Cancelled,Chicago,CHICAGO,IL,41.849873,-87.49673,"2024-09-12 11:30:00","2024-09-12 13:00:00",90,T900001,1590.62,111,0,0,,,,Standard,Router_Model_2,Completed successfully
199990329,Trouble,"",High,Connectivity diagnosis,Completed,San Diego,SAN DIEGO,CA,32.647144,-117.159004,"2024-08-09 09:00:00","2024-08-09 09:30:00",30,T900003,5654.53,28,1,1,6,14,5,Standard,"",Issue resolved
199990330,Order,upgrade,High,Service migration,Cancelled,Dallas,DALLAS,TX,32.742653,-96.76222,"2024-09-23 10:45:00","2024-09-23 11:45:00",60,T900026,2514.47,73,1,1,,,,Standard,Router_Model_8,Customer satisfied
199990331,Trouble,"",Critical,Service restoration,Cancelled,Los Angeles,LOS ANGELES,CA,33.828075,-118.185394,"2024-10-19 15:30:00","2024-10-19 17:00:00",90,T900052,2948.96,97,0,0,2,7,7,Premium,"",Customer satisfied
199990332,Order,install,Low,GPON equipment setup,Completed,Phoenix,PHOENIX,AZ,33.59242,-111.933014,"2024-08-13 08:15:00","2024-08-13 09:45:00",90,T900076,4778.83,116,0,0,,,,Business,Router_Model_3,Equipment replaced
199990333,Order,install,Critical,Copper ONT installation,Completed,Philadelphia,PHILADELPHIA,PA,39.862213,-74.902916,"2024-10-14 14:45:00","2024-10-14 16:15:00",90,T900084,53.7,86,0,0,,,,Business,Router_Model_3,Customer satisfied
199990334,Trouble,"",Critical,Network troubleshooting,Cancelled,New York,NEW YORK,NY,41.073055,-73.81776,"2024-08-15 14:30:00","2024-08-15 16:30:00",120,T900040,1637.37,134,1,1,10,4,1,Business,"",Customer satisfied
199990335,Trouble,"",Critical,Connectivity diagnosis,Cancelled,Phoenix,PHOENIX,AZ,33.490253,-111.73548,"2024-09-17 15:15:00","2024-09-17 16:45:00",90,T900071,37.85,94,1,1,1,9,6,Premium,"",Completed successfully
199990336,Trouble,"",Critical,Service restoration,Completed,Philadelphia,PHILADELPHIA,PA,39.72597,-75.15336,"2024-09-11 11:30:00","2024-09-11 13:30:00",120,T900095,3703.17,148,1,1,1,18,11,Premium,"",Issue resolved
199990337,Order,upgrade,Low,Service migration,Cancelled,Houston,HOUSTON,TX,29.63464,-95.59526,"2024-08-21 14:45:00","2024-08-21 16:15:00",90,T900081,3413.26,114,1,1,,,,Premium,Router_Model_6,Customer satisfied
199990338,Order,upgrade,Critical,Equipment upgrade,Completed,San Diego,SAN DIEGO,CA,32.688618,-116.97737,"2024-09-15 16:00:00","2024-09-15 18:00:00",120,T900013,5666.39,123,1,1,,,,Standard,Router_Model_6,Equipment replaced
199990339,Order,upgrade,Normal,Bandwidth upgrade,Cancelled,Chicago,CHICAGO,IL,41.702446,-87.55197,"2024-10-20 13:00:00","2024-10-20 13:30:00",30,T900074,3622.53,25,1,1,,,,Standard,Router_Model_10,Completed successfully
199990340,Order,upgrade,Low,Service migration,Cancelled,Phoenix,PHOENIX,AZ,33.211536,-112.07287,"2024-09-21 08:15:00","2024-09-21 10:15:00",120,T900103,1938.03,148,1,1,,,,Premium,Router_Model_5,Equipment replaced
199990341,Order,install,Normal,GPON equipment setup,Cancelled,Houston,HOUSTON,TX,29.855272,-95.336205,"2024-08-14 09:00:00","2024-08-14 10:30:00",90,T900000,3551.33,97,1,0,,,,Standard,Router_Model_8,Issue resolved
199990342,Trouble,"",Critical,Line repair,Completed,Chicago,CHICAGO,IL,42.028507,-87.30507,"2024-10-08 11:45:00","2024-10-08 13:15:00",90,T900046,2253.13,89,1,1,4,17,13,Business,"",Customer satisfied
199990343,Order,install,High,Router installation,Completed,Phoenix,PHOENIX,AZ,33.386963,-111.95942,"2024-09-24 10:45:00","2024-09-24 12:15:00",90,T900140,1973.04,80,0,0,,,,Premium,Router_Model_2,Completed successfully
199990344,Trouble,"",Low,Equipment check,Completed,Chicago,CHICAGO,IL,42.165806,-87.78009,"2024-08-13 14:00:00","2024-08-13 15:30:00",90,T900134,2006.86,87,1,1,4,6,5,Business,"",Issue resolved
199990345,Order,install,High,Copper ONT installation,Cancelled,Los Angeles,LOS ANGELES,CA,34.026955,-118.11929,"2024-10-23 10:45:00","2024-10-23 12:15:00",90,T900014,5637.38,100,1,1,,,,Standard,Router_Model_7,Completed successfully
199990346,Trouble,"",Low,Service restoration,Completed,Phoenix,PHOENIX,AZ,33.392773,-112.41549,"2024-09-27 11:00:00","2024-09-27 13:00:00",120,T900030,3666.64,148,1,1,4,14,8,Standard,"",Equipment replaced
199990347,Order,upgrade,High,Service migration,Completed,Austin,AUSTIN,TX,29.945301,-97.60726,"2024-08-15 11:00:00","2024-08-15 11:30:00",30,T900068,1956.72,32,1,1,,,,Standard,Router_Model_4,Completed successfully
199990348,Trouble,"",High,Cable maintenance,Cancelled,San Diego,SAN DIEGO,CA,32.97943,-117.04759,"2024-09-18 14:00:00","2024-09-18 15:30:00",90,T900057,2743.62,78,1,0,2,9,10,Standard,"",Equipment replaced
199990349,Order,upgrade,Low,Service migration,Completed,Houston,HOUSTON,TX,29.863514,-95.304474,"2024-10-20 12:45:00","2024-10-20 13:15:00",30,T900073,2260.39,35,1,1,,,,Business,Router_Model_3,Issue resolved
199990350,Trouble,"",Low,Service restoration,Completed,New York,NEW YORK,NY,40.597626,-73.90422,"2024-09-15 08:00:00","2024-09-15 08:30:00",30,T900044,1626.51,29,0,0,7,7,3,Standard,"",Customer satisfied
199990351,Order,install,High,GPON equipment setup,Completed,Los Angeles,LOS ANGELES,CA,33.89652,-118.081924,"2024-10-14 11:00:00","2024-10-14 11:30:00",30,T900031,4255.75,38,1,0,,,,Business,Router_Model_10,Equipment replaced
199990352,Trouble,"",Normal,Router installation,Completed,Austin,AUSTIN,TX,30.230371,-97.62774,"2024-08-01 09:45:00","2024-08-01 11:15:00",90,T900126,360.22,76,1,1,9,17,5,Premium,"",Issue resolved
